co_seq_municipio,co_seq_macroregiao,co_seq_distrito,co_seq_mesoregiao,co_seq_uf,co_seq_regional,co_seq_polo,co_seq_microregiao,co_seq_consorcio,co_ibge,no_municipio,dst_centro_referencia,obs_municipio,dt_hr_ultima_alteracao,aut_ultima_alteracao,dt_hr_registro,aut_registro
1,,,,11,,,,,1100015,Alta Floresta D'Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
2,,,,11,,,,,1100023,Ariquemes,0,,20130501000000,Implantação,20130501000000,Implantação
3,,,,11,,,,,1100031,Cabixi,0,,20130501000000,Implantação,20130501000000,Implantação
4,,,,11,,,,,1100049,Cacoal,0,,20130501000000,Implantação,20130501000000,Implantação
5,,,,11,,,,,1100056,Cerejeiras,0,,20130501000000,Implantação,20130501000000,Implantação
6,,,,11,,,,,1100064,Colorado do Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
7,,,,11,,,,,1100072,Corumbiara,0,,20130501000000,Implantação,20130501000000,Implantação
8,,,,11,,,,,1100080,Costa Marques,0,,20130501000000,Implantação,20130501000000,Implantação
9,,,,11,,,,,1100098,Espigão D'Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
10,,,,11,,,,,1100106,Guajará-Mirim,0,,20130501000000,Implantação,20130501000000,Implantação
11,,,,11,,,,,1100114,Jaru,0,,20130501000000,Implantação,20130501000000,Implantação
12,,,,11,,,,,1100122,Ji-Paraná,0,,20130501000000,Implantação,20130501000000,Implantação
13,,,,11,,,,,1100130,Machadinho D'Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
14,,,,11,,,,,1100148,Nova Brasilândia D'Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
15,,,,11,,,,,1100155,Ouro Preto do Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
16,,,,11,,,,,1100189,Pimenta Bueno,0,,20130501000000,Implantação,20130501000000,Implantação
17,,,,11,,,,,1100205,Porto Velho,0,,20130501000000,Implantação,20130501000000,Implantação
18,,,,11,,,,,1100254,Presidente Médici,0,,20130501000000,Implantação,20130501000000,Implantação
19,,,,11,,,,,1100262,Rio Crespo,0,,20130501000000,Implantação,20130501000000,Implantação
20,,,,11,,,,,1100288,Rolim de Moura,0,,20130501000000,Implantação,20130501000000,Implantação
21,,,,11,,,,,1100296,Santa Luzia D'Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
22,,,,11,,,,,1100304,Vilhena,0,,20130501000000,Implantação,20130501000000,Implantação
23,,,,11,,,,,1100320,São Miguel do Guaporé,0,,20130501000000,Implantação,20130501000000,Implantação
24,,,,11,,,,,1100338,Nova Mamoré,0,,20130501000000,Implantação,20130501000000,Implantação
25,,,,11,,,,,1100346,Alvorada D'Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
26,,,,11,,,,,1100379,Alto Alegre dos Parecis,0,,20130501000000,Implantação,20130501000000,Implantação
27,,,,11,,,,,1100403,Alto Paraíso,0,,20130501000000,Implantação,20130501000000,Implantação
28,,,,11,,,,,1100452,Buritis,0,,20130501000000,Implantação,20130501000000,Implantação
29,,,,11,,,,,1100502,Novo Horizonte do Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
30,,,,11,,,,,1100601,Cacaulândia,0,,20130501000000,Implantação,20130501000000,Implantação
31,,,,11,,,,,1100700,Campo Novo de Rondônia,0,,20130501000000,Implantação,20130501000000,Implantação
32,,,,11,,,,,1100809,Candeias do Jamari,0,,20130501000000,Implantação,20130501000000,Implantação
33,,,,11,,,,,1100908,Castanheiras,0,,20130501000000,Implantação,20130501000000,Implantação
34,,,,11,,,,,1100924,Chupinguaia,0,,20130501000000,Implantação,20130501000000,Implantação
35,,,,11,,,,,1100940,Cujubim,0,,20130501000000,Implantação,20130501000000,Implantação
36,,,,11,,,,,1101005,Governador Jorge Teixeira,0,,20130501000000,Implantação,20130501000000,Implantação
37,,,,11,,,,,1101104,Itapuã do Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
38,,,,11,,,,,1101203,Ministro Andreazza,0,,20130501000000,Implantação,20130501000000,Implantação
39,,,,11,,,,,1101302,Mirante da Serra,0,,20130501000000,Implantação,20130501000000,Implantação
40,,,,11,,,,,1101401,Monte Negro,0,,20130501000000,Implantação,20130501000000,Implantação
41,,,,11,,,,,1101435,Nova União,0,,20130501000000,Implantação,20130501000000,Implantação
42,,,,11,,,,,1101450,Parecis,0,,20130501000000,Implantação,20130501000000,Implantação
43,,,,11,,,,,1101468,Pimenteiras do Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
44,,,,11,,,,,1101476,Primavera de Rondônia,0,,20130501000000,Implantação,20130501000000,Implantação
45,,,,11,,,,,1101484,São Felipe D'Oeste,0,,20130501000000,Implantação,20130501000000,Implantação
46,,,,11,,,,,1101492,São Francisco do Guaporé,0,,20130501000000,Implantação,20130501000000,Implantação
47,,,,11,,,,,1101500,Seringueiras,0,,20130501000000,Implantação,20130501000000,Implantação
48,,,,11,,,,,1101559,Teixeirópolis,0,,20130501000000,Implantação,20130501000000,Implantação
49,,,,11,,,,,1101609,Theobroma,0,,20130501000000,Implantação,20130501000000,Implantação
50,,,,11,,,,,1101708,Urupá,0,,20130501000000,Implantação,20130501000000,Implantação
51,,,,11,,,,,1101757,Vale do Anari,0,,20130501000000,Implantação,20130501000000,Implantação
52,,,,11,,,,,1101807,Vale do Paraíso,0,,20130501000000,Implantação,20130501000000,Implantação
53,,,,12,,,,,1200013,Acrelândia,0,,20130501000000,Implantação,20130501000000,Implantação
54,,,,12,,,,,1200054,Assis Brasil,0,,20130501000000,Implantação,20130501000000,Implantação
55,,,,12,,,,,1200104,Brasiléia,0,,20130501000000,Implantação,20130501000000,Implantação
56,,,,12,,,,,1200138,Bujari,0,,20130501000000,Implantação,20130501000000,Implantação
57,,,,12,,,,,1200179,Capixaba,0,,20130501000000,Implantação,20130501000000,Implantação
58,,,,12,,,,,1200203,Cruzeiro do Sul,0,,20130501000000,Implantação,20130501000000,Implantação
59,,,,12,,,,,1200252,Epitaciolândia,0,,20130501000000,Implantação,20130501000000,Implantação
60,,,,12,,,,,1200302,Feijó,0,,20130501000000,Implantação,20130501000000,Implantação
61,,,,12,,,,,1200328,Jordão,0,,20130501000000,Implantação,20130501000000,Implantação
62,,,,12,,,,,1200336,Mâncio Lima,0,,20130501000000,Implantação,20130501000000,Implantação
63,,,,12,,,,,1200344,Manoel Urbano,0,,20130501000000,Implantação,20130501000000,Implantação
64,,,,12,,,,,1200351,Marechal Thaumaturgo,0,,20130501000000,Implantação,20130501000000,Implantação
65,,,,12,,,,,1200385,Plácido de Castro,0,,20130501000000,Implantação,20130501000000,Implantação
66,,,,12,,,,,1200393,Porto Walter,0,,20130501000000,Implantação,20130501000000,Implantação
67,,,,12,,,,,1200401,Rio Branco,0,,20130501000000,Implantação,20130501000000,Implantação
68,,,,12,,,,,1200427,Rodrigues Alves,0,,20130501000000,Implantação,20130501000000,Implantação
69,,,,12,,,,,1200435,Santa Rosa do Purus,0,,20130501000000,Implantação,20130501000000,Implantação
70,,,,12,,,,,1200450,Senador Guiomard,0,,20130501000000,Implantação,20130501000000,Implantação
71,,,,12,,,,,1200500,Sena Madureira,0,,20130501000000,Implantação,20130501000000,Implantação
72,,,,12,,,,,1200609,Tarauacá,0,,20130501000000,Implantação,20130501000000,Implantação
73,,,,12,,,,,1200708,Xapuri,0,,20130501000000,Implantação,20130501000000,Implantação
74,,,,12,,,,,1200807,Porto Acre,0,,20130501000000,Implantação,20130501000000,Implantação
75,,,,13,,,,,1300029,Alvarães,0,,20130501000000,Implantação,20130501000000,Implantação
76,,,,13,,,,,1300060,Amaturá,0,,20130501000000,Implantação,20130501000000,Implantação
77,,,,13,,,,,1300086,Anamã,0,,20130501000000,Implantação,20130501000000,Implantação
78,,,,13,,,,,1300102,Anori,0,,20130501000000,Implantação,20130501000000,Implantação
79,,,,13,,,,,1300144,Apuí,0,,20130501000000,Implantação,20130501000000,Implantação
80,,,,13,,,,,1300201,Atalaia do Norte,0,,20130501000000,Implantação,20130501000000,Implantação
81,,,,13,,,,,1300300,Autazes,0,,20130501000000,Implantação,20130501000000,Implantação
82,,,,13,,,,,1300409,Barcelos,0,,20130501000000,Implantação,20130501000000,Implantação
83,,,,13,,,,,1300508,Barreirinha,0,,20130501000000,Implantação,20130501000000,Implantação
84,,,,13,,,,,1300607,Benjamin Constant,0,,20130501000000,Implantação,20130501000000,Implantação
85,,,,13,,,,,1300631,Beruri,0,,20130501000000,Implantação,20130501000000,Implantação
86,,,,13,,,,,1300680,Boa Vista do Ramos,0,,20130501000000,Implantação,20130501000000,Implantação
87,,,,13,,,,,1300706,Boca do Acre,0,,20130501000000,Implantação,20130501000000,Implantação
88,,,,13,,,,,1300805,Borba,0,,20130501000000,Implantação,20130501000000,Implantação
89,,,,13,,,,,1300839,Caapiranga,0,,20130501000000,Implantação,20130501000000,Implantação
90,,,,13,,,,,1300904,Canutama,0,,20130501000000,Implantação,20130501000000,Implantação
91,,,,13,,,,,1301001,Carauari,0,,20130501000000,Implantação,20130501000000,Implantação
92,,,,13,,,,,1301100,Careiro,0,,20130501000000,Implantação,20130501000000,Implantação
93,,,,13,,,,,1301159,Careiro da Várzea,0,,20130501000000,Implantação,20130501000000,Implantação
94,,,,13,,,,,1301209,Coari,0,,20130501000000,Implantação,20130501000000,Implantação
95,,,,13,,,,,1301308,Codajás,0,,20130501000000,Implantação,20130501000000,Implantação
96,,,,13,,,,,1301407,Eirunepé,0,,20130501000000,Implantação,20130501000000,Implantação
97,,,,13,,,,,1301506,Envira,0,,20130501000000,Implantação,20130501000000,Implantação
98,,,,13,,,,,1301605,Fonte Boa,0,,20130501000000,Implantação,20130501000000,Implantação
99,,,,13,,,,,1301654,Guajará,0,,20130501000000,Implantação,20130501000000,Implantação
100,,,,13,,,,,1301704,Humaitá,0,,20130501000000,Implantação,20130501000000,Implantação
101,,,,13,,,,,1301803,Ipixuna,0,,20130501000000,Implantação,20130501000000,Implantação
102,,,,13,,,,,1301852,Iranduba,0,,20130501000000,Implantação,20130501000000,Implantação
103,,,,13,,,,,1301902,Itacoatiara,0,,20130501000000,Implantação,20130501000000,Implantação
104,,,,13,,,,,1301951,Itamarati,0,,20130501000000,Implantação,20130501000000,Implantação
105,,,,13,,,,,1302009,Itapiranga,0,,20130501000000,Implantação,20130501000000,Implantação
106,,,,13,,,,,1302108,Japurá,0,,20130501000000,Implantação,20130501000000,Implantação
107,,,,13,,,,,1302207,Juruá,0,,20130501000000,Implantação,20130501000000,Implantação
108,,,,13,,,,,1302306,Jutaí,0,,20130501000000,Implantação,20130501000000,Implantação
109,,,,13,,,,,1302405,Lábrea,0,,20130501000000,Implantação,20130501000000,Implantação
110,,,,13,,,,,1302504,Manacapuru,0,,20130501000000,Implantação,20130501000000,Implantação
111,,,,13,,,,,1302553,Manaquiri,0,,20130501000000,Implantação,20130501000000,Implantação
112,,,,13,,,,,1302603,Manaus,0,,20130501000000,Implantação,20130501000000,Implantação
113,,,,13,,,,,1302702,Manicoré,0,,20130501000000,Implantação,20130501000000,Implantação
114,,,,13,,,,,1302801,Maraã,0,,20130501000000,Implantação,20130501000000,Implantação
115,,,,13,,,,,1302900,Maués,0,,20130501000000,Implantação,20130501000000,Implantação
116,,,,13,,,,,1303007,Nhamundá,0,,20130501000000,Implantação,20130501000000,Implantação
117,,,,13,,,,,1303106,Nova Olinda do Norte,0,,20130501000000,Implantação,20130501000000,Implantação
118,,,,13,,,,,1303205,Novo Airão,0,,20130501000000,Implantação,20130501000000,Implantação
119,,,,13,,,,,1303304,Novo Aripuanã,0,,20130501000000,Implantação,20130501000000,Implantação
120,,,,13,,,,,1303403,Parintins,0,,20130501000000,Implantação,20130501000000,Implantação
121,,,,13,,,,,1303502,Pauini,0,,20130501000000,Implantação,20130501000000,Implantação
122,,,,13,,,,,1303536,Presidente Figueiredo,0,,20130501000000,Implantação,20130501000000,Implantação
123,,,,13,,,,,1303569,Rio Preto da Eva,0,,20130501000000,Implantação,20130501000000,Implantação
124,,,,13,,,,,1303601,Santa Isabel do Rio Negro,0,,20130501000000,Implantação,20130501000000,Implantação
125,,,,13,,,,,1303700,Santo Antônio do Içá,0,,20130501000000,Implantação,20130501000000,Implantação
126,,,,13,,,,,1303809,São Gabriel da Cachoeira,0,,20130501000000,Implantação,20130501000000,Implantação
127,,,,13,,,,,1303908,São Paulo de Olivença,0,,20130501000000,Implantação,20130501000000,Implantação
128,,,,13,,,,,1303957,São Sebastião do Uatumã,0,,20130501000000,Implantação,20130501000000,Implantação
129,,,,13,,,,,1304005,Silves,0,,20130501000000,Implantação,20130501000000,Implantação
130,,,,13,,,,,1304062,Tabatinga,0,,20130501000000,Implantação,20130501000000,Implantação
131,,,,13,,,,,1304104,Tapauá,0,,20130501000000,Implantação,20130501000000,Implantação
132,,,,13,,,,,1304203,Tefé,0,,20130501000000,Implantação,20130501000000,Implantação
133,,,,13,,,,,1304237,Tonantins,0,,20130501000000,Implantação,20130501000000,Implantação
134,,,,13,,,,,1304260,Uarini,0,,20130501000000,Implantação,20130501000000,Implantação
135,,,,13,,,,,1304302,Urucará,0,,20130501000000,Implantação,20130501000000,Implantação
136,,,,13,,,,,1304401,Urucurituba,0,,20130501000000,Implantação,20130501000000,Implantação
137,,,,14,,,,,1400027,Amajari,0,,20130501000000,Implantação,20130501000000,Implantação
138,,,,14,,,,,1400050,Alto Alegre,0,,20130501000000,Implantação,20130501000000,Implantação
139,,,,14,,,,,1400100,Boa Vista,0,,20130501000000,Implantação,20130501000000,Implantação
140,,,,14,,,,,1400159,Bonfim,0,,20130501000000,Implantação,20130501000000,Implantação
141,,,,14,,,,,1400175,Cantá,0,,20130501000000,Implantação,20130501000000,Implantação
142,,,,14,,,,,1400209,Caracaraí,0,,20130501000000,Implantação,20130501000000,Implantação
143,,,,14,,,,,1400233,Caroebe,0,,20130501000000,Implantação,20130501000000,Implantação
144,,,,14,,,,,1400282,Iracema,0,,20130501000000,Implantação,20130501000000,Implantação
145,,,,14,,,,,1400308,Mucajaí,0,,20130501000000,Implantação,20130501000000,Implantação
146,,,,14,,,,,1400407,Normandia,0,,20130501000000,Implantação,20130501000000,Implantação
147,,,,14,,,,,1400456,Pacaraima,0,,20130501000000,Implantação,20130501000000,Implantação
148,,,,14,,,,,1400472,Rorainópolis,0,,20130501000000,Implantação,20130501000000,Implantação
149,,,,14,,,,,1400506,São João da Baliza,0,,20130501000000,Implantação,20130501000000,Implantação
150,,,,14,,,,,1400605,São Luiz,0,,20130501000000,Implantação,20130501000000,Implantação
151,,,,14,,,,,1400704,Uiramutã,0,,20130501000000,Implantação,20130501000000,Implantação
152,,,,15,,,,,1500107,Abaetetuba,0,,20130501000000,Implantação,20130501000000,Implantação
153,,,,15,,,,,1500131,Abel Figueiredo,0,,20130501000000,Implantação,20130501000000,Implantação
154,,,,15,,,,,1500206,Acará,0,,20130501000000,Implantação,20130501000000,Implantação
155,,,,15,,,,,1500305,Afuá,0,,20130501000000,Implantação,20130501000000,Implantação
156,,,,15,,,,,1500347,Água Azul do Norte,0,,20130501000000,Implantação,20130501000000,Implantação
157,,,,15,,,,,1500404,Alenquer,0,,20130501000000,Implantação,20130501000000,Implantação
158,,,,15,,,,,1500503,Almeirim,0,,20130501000000,Implantação,20130501000000,Implantação
159,,,,15,,,,,1500602,Altamira,0,,20130501000000,Implantação,20130501000000,Implantação
160,,,,15,,,,,1500701,Anajás,0,,20130501000000,Implantação,20130501000000,Implantação
161,,,,15,,,,,1500800,Ananindeua,0,,20130501000000,Implantação,20130501000000,Implantação
162,,,,15,,,,,1500859,Anapu,0,,20130501000000,Implantação,20130501000000,Implantação
163,,,,15,,,,,1500909,Augusto Corrêa,0,,20130501000000,Implantação,20130501000000,Implantação
164,,,,15,,,,,1500958,Aurora do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
165,,,,15,,,,,1501006,Aveiro,0,,20130501000000,Implantação,20130501000000,Implantação
166,,,,15,,,,,1501105,Bagre,0,,20130501000000,Implantação,20130501000000,Implantação
167,,,,15,,,,,1501204,Baião,0,,20130501000000,Implantação,20130501000000,Implantação
168,,,,15,,,,,1501253,Bannach,0,,20130501000000,Implantação,20130501000000,Implantação
169,,,,15,,,,,1501303,Barcarena,0,,20130501000000,Implantação,20130501000000,Implantação
170,,,,15,,,,,1501402,Belém,0,,20130501000000,Implantação,20130501000000,Implantação
171,,,,15,,,,,1501451,Belterra,0,,20130501000000,Implantação,20130501000000,Implantação
172,,,,15,,,,,1501501,Benevides,0,,20130501000000,Implantação,20130501000000,Implantação
173,,,,15,,,,,1501576,Bom Jesus do Tocantins,0,,20130501000000,Implantação,20130501000000,Implantação
174,,,,15,,,,,1501600,Bonito,0,,20130501000000,Implantação,20130501000000,Implantação
175,,,,15,,,,,1501709,Bragança,0,,20130501000000,Implantação,20130501000000,Implantação
176,,,,15,,,,,1501725,Brasil Novo,0,,20130501000000,Implantação,20130501000000,Implantação
177,,,,15,,,,,1501758,Brejo Grande do Araguaia,0,,20130501000000,Implantação,20130501000000,Implantação
178,,,,15,,,,,1501782,Breu Branco,0,,20130501000000,Implantação,20130501000000,Implantação
179,,,,15,,,,,1501808,Breves,0,,20130501000000,Implantação,20130501000000,Implantação
180,,,,15,,,,,1501907,Bujaru,0,,20130501000000,Implantação,20130501000000,Implantação
181,,,,15,,,,,1501956,Cachoeira do Piriá,0,,20130501000000,Implantação,20130501000000,Implantação
182,,,,15,,,,,1502004,Cachoeira do Arari,0,,20130501000000,Implantação,20130501000000,Implantação
183,,,,15,,,,,1502103,Cametá,0,,20130501000000,Implantação,20130501000000,Implantação
184,,,,15,,,,,1502152,Canaã dos Carajás,0,,20130501000000,Implantação,20130501000000,Implantação
185,,,,15,,,,,1502202,Capanema,0,,20130501000000,Implantação,20130501000000,Implantação
186,,,,15,,,,,1502301,Capitão Poço,0,,20130501000000,Implantação,20130501000000,Implantação
187,,,,15,,,,,1502400,Castanhal,0,,20130501000000,Implantação,20130501000000,Implantação
188,,,,15,,,,,1502509,Chaves,0,,20130501000000,Implantação,20130501000000,Implantação
189,,,,15,,,,,1502608,Colares,0,,20130501000000,Implantação,20130501000000,Implantação
190,,,,15,,,,,1502707,Conceição do Araguaia,0,,20130501000000,Implantação,20130501000000,Implantação
191,,,,15,,,,,1502756,Concórdia do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
192,,,,15,,,,,1502764,Cumaru do Norte,0,,20130501000000,Implantação,20130501000000,Implantação
193,,,,15,,,,,1502772,Curionópolis,0,,20130501000000,Implantação,20130501000000,Implantação
194,,,,15,,,,,1502806,Curralinho,0,,20130501000000,Implantação,20130501000000,Implantação
195,,,,15,,,,,1502855,Curuá,0,,20130501000000,Implantação,20130501000000,Implantação
196,,,,15,,,,,1502905,Curuçá,0,,20130501000000,Implantação,20130501000000,Implantação
197,,,,15,,,,,1502939,Dom Eliseu,0,,20130501000000,Implantação,20130501000000,Implantação
198,,,,15,,,,,1502954,Eldorado dos Carajás,0,,20130501000000,Implantação,20130501000000,Implantação
199,,,,15,,,,,1503002,Faro,0,,20130501000000,Implantação,20130501000000,Implantação
200,,,,15,,,,,1503044,Floresta do Araguaia,0,,20130501000000,Implantação,20130501000000,Implantação
201,,,,15,,,,,1503077,Garrafão do Norte,0,,20130501000000,Implantação,20130501000000,Implantação
202,,,,15,,,,,1503093,Goianésia do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
203,,,,15,,,,,1503101,Gurupá,0,,20130501000000,Implantação,20130501000000,Implantação
204,,,,15,,,,,1503200,Igarapé-Açu,0,,20130501000000,Implantação,20130501000000,Implantação
205,,,,15,,,,,1503309,Igarapé-Miri,0,,20130501000000,Implantação,20130501000000,Implantação
206,,,,15,,,,,1503408,Inhangapi,0,,20130501000000,Implantação,20130501000000,Implantação
207,,,,15,,,,,1503457,Ipixuna do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
208,,,,15,,,,,1503507,Irituia,0,,20130501000000,Implantação,20130501000000,Implantação
209,,,,15,,,,,1503606,Itaituba,0,,20130501000000,Implantação,20130501000000,Implantação
210,,,,15,,,,,1503705,Itupiranga,0,,20130501000000,Implantação,20130501000000,Implantação
211,,,,15,,,,,1503754,Jacareacanga,0,,20130501000000,Implantação,20130501000000,Implantação
212,,,,15,,,,,1503804,Jacundá,0,,20130501000000,Implantação,20130501000000,Implantação
213,,,,15,,,,,1503903,Juruti,0,,20130501000000,Implantação,20130501000000,Implantação
214,,,,15,,,,,1504000,Limoeiro do Ajuru,0,,20130501000000,Implantação,20130501000000,Implantação
215,,,,15,,,,,1504059,Mãe do Rio,0,,20130501000000,Implantação,20130501000000,Implantação
216,,,,15,,,,,1504109,Magalhães Barata,0,,20130501000000,Implantação,20130501000000,Implantação
217,,,,15,,,,,1504208,Marabá,0,,20130501000000,Implantação,20130501000000,Implantação
218,,,,15,,,,,1504307,Maracanã,0,,20130501000000,Implantação,20130501000000,Implantação
219,,,,15,,,,,1504406,Marapanim,0,,20130501000000,Implantação,20130501000000,Implantação
220,,,,15,,,,,1504422,Marituba,0,,20130501000000,Implantação,20130501000000,Implantação
221,,,,15,,,,,1504455,Medicilândia,0,,20130501000000,Implantação,20130501000000,Implantação
222,,,,15,,,,,1504505,Melgaço,0,,20130501000000,Implantação,20130501000000,Implantação
223,,,,15,,,,,1504604,Mocajuba,0,,20130501000000,Implantação,20130501000000,Implantação
224,,,,15,,,,,1504703,Moju,0,,20130501000000,Implantação,20130501000000,Implantação
225,,,,15,,,,,1504802,Monte Alegre,0,,20130501000000,Implantação,20130501000000,Implantação
226,,,,15,,,,,1504901,Muaná,0,,20130501000000,Implantação,20130501000000,Implantação
227,,,,15,,,,,1504950,Nova Esperança do Piriá,0,,20130501000000,Implantação,20130501000000,Implantação
228,,,,15,,,,,1504976,Nova Ipixuna,0,,20130501000000,Implantação,20130501000000,Implantação
229,,,,15,,,,,1505007,Nova Timboteua,0,,20130501000000,Implantação,20130501000000,Implantação
230,,,,15,,,,,1505031,Novo Progresso,0,,20130501000000,Implantação,20130501000000,Implantação
231,,,,15,,,,,1505064,Novo Repartimento,0,,20130501000000,Implantação,20130501000000,Implantação
232,,,,15,,,,,1505106,Óbidos,0,,20130501000000,Implantação,20130501000000,Implantação
233,,,,15,,,,,1505205,Oeiras do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
234,,,,15,,,,,1505304,Oriximiná,0,,20130501000000,Implantação,20130501000000,Implantação
235,,,,15,,,,,1505403,Ourém,0,,20130501000000,Implantação,20130501000000,Implantação
236,,,,15,,,,,1505437,Ourilândia do Norte,0,,20130501000000,Implantação,20130501000000,Implantação
237,,,,15,,,,,1505486,Pacajá,0,,20130501000000,Implantação,20130501000000,Implantação
238,,,,15,,,,,1505494,Palestina do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
239,,,,15,,,,,1505502,Paragominas,0,,20130501000000,Implantação,20130501000000,Implantação
240,,,,15,,,,,1505536,Parauapebas,0,,20130501000000,Implantação,20130501000000,Implantação
241,,,,15,,,,,1505551,Pau D'Arco,0,,20130501000000,Implantação,20130501000000,Implantação
242,,,,15,,,,,1505601,Peixe-Boi,0,,20130501000000,Implantação,20130501000000,Implantação
243,,,,15,,,,,1505635,Piçarra,0,,20130501000000,Implantação,20130501000000,Implantação
244,,,,15,,,,,1505650,Placas,0,,20130501000000,Implantação,20130501000000,Implantação
245,,,,15,,,,,1505700,Ponta de Pedras,0,,20130501000000,Implantação,20130501000000,Implantação
246,,,,15,,,,,1505809,Portel,0,,20130501000000,Implantação,20130501000000,Implantação
247,,,,15,,,,,1505908,Porto de Moz,0,,20130501000000,Implantação,20130501000000,Implantação
248,,,,15,,,,,1506005,Prainha,0,,20130501000000,Implantação,20130501000000,Implantação
249,,,,15,,,,,1506104,Primavera,0,,20130501000000,Implantação,20130501000000,Implantação
250,,,,15,,,,,1506112,Quatipuru,0,,20130501000000,Implantação,20130501000000,Implantação
251,,,,15,,,,,1506138,Redenção,0,,20130501000000,Implantação,20130501000000,Implantação
252,,,,15,,,,,1506161,Rio Maria,0,,20130501000000,Implantação,20130501000000,Implantação
253,,,,15,,,,,1506187,Rondon do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
254,,,,15,,,,,1506195,Rurópolis,0,,20130501000000,Implantação,20130501000000,Implantação
255,,,,15,,,,,1506203,Salinópolis,0,,20130501000000,Implantação,20130501000000,Implantação
256,,,,15,,,,,1506302,Salvaterra,0,,20130501000000,Implantação,20130501000000,Implantação
257,,,,15,,,,,1506351,Santa Bárbara do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
258,,,,15,,,,,1506401,Santa Cruz do Arari,0,,20130501000000,Implantação,20130501000000,Implantação
259,,,,15,,,,,1506500,Santa Isabel do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
260,,,,15,,,,,1506559,Santa Luzia do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
261,,,,15,,,,,1506583,Santa Maria das Barreiras,0,,20130501000000,Implantação,20130501000000,Implantação
262,,,,15,,,,,1506609,Santa Maria do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
263,,,,15,,,,,1506708,Santana do Araguaia,0,,20130501000000,Implantação,20130501000000,Implantação
264,,,,15,,,,,1506807,Santarém,0,,20130501000000,Implantação,20130501000000,Implantação
265,,,,15,,,,,1506906,Santarém Novo,0,,20130501000000,Implantação,20130501000000,Implantação
266,,,,15,,,,,1507003,Santo Antônio do Tauá,0,,20130501000000,Implantação,20130501000000,Implantação
267,,,,15,,,,,1507102,São Caetano de Odivelas,0,,20130501000000,Implantação,20130501000000,Implantação
268,,,,15,,,,,1507151,São Domingos do Araguaia,0,,20130501000000,Implantação,20130501000000,Implantação
269,,,,15,,,,,1507201,São Domingos do Capim,0,,20130501000000,Implantação,20130501000000,Implantação
270,,,,15,,,,,1507300,São Félix do Xingu,0,,20130501000000,Implantação,20130501000000,Implantação
271,,,,15,,,,,1507409,São Francisco do Pará,0,,20130501000000,Implantação,20130501000000,Implantação
272,,,,15,,,,,1507458,São Geraldo do Araguaia,0,,20130501000000,Implantação,20130501000000,Implantação
273,,,,15,,,,,1507466,São João da Ponta,0,,20130501000000,Implantação,20130501000000,Implantação
274,,,,15,,,,,1507474,São João de Pirabas,0,,20130501000000,Implantação,20130501000000,Implantação
275,,,,15,,,,,1507508,São João do Araguaia,0,,20130501000000,Implantação,20130501000000,Implantação
276,,,,15,,,,,1507607,São Miguel do Guamá,0,,20130501000000,Implantação,20130501000000,Implantação
277,,,,15,,,,,1507706,São Sebastião da Boa Vista,0,,20130501000000,Implantação,20130501000000,Implantação
278,,,,15,,,,,1507755,Sapucaia,0,,20130501000000,Implantação,20130501000000,Implantação
279,,,,15,,,,,1507805,Senador José Porfírio,0,,20130501000000,Implantação,20130501000000,Implantação
280,,,,15,,,,,1507904,Soure,0,,20130501000000,Implantação,20130501000000,Implantação
281,,,,15,,,,,1507953,Tailândia,0,,20130501000000,Implantação,20130501000000,Implantação
282,,,,15,,,,,1507961,Terra Alta,0,,20130501000000,Implantação,20130501000000,Implantação
283,,,,15,,,,,1507979,Terra Santa,0,,20130501000000,Implantação,20130501000000,Implantação
284,,,,15,,,,,1508001,Tomé-Açu,0,,20130501000000,Implantação,20130501000000,Implantação
285,,,,15,,,,,1508035,Tracuateua,0,,20130501000000,Implantação,20130501000000,Implantação
286,,,,15,,,,,1508050,Trairão,0,,20130501000000,Implantação,20130501000000,Implantação
287,,,,15,,,,,1508084,Tucumã,0,,20130501000000,Implantação,20130501000000,Implantação
288,,,,15,,,,,1508100,Tucuruí,0,,20130501000000,Implantação,20130501000000,Implantação
289,,,,15,,,,,1508126,Ulianópolis,0,,20130501000000,Implantação,20130501000000,Implantação
